Country;name;Regions;alpha-3;continent;WACC_agg
Angola;AF-AGO;AF-Central;AGO;AF;0.13539597480175034
Burundi;AF-BDI;AF-Central;BDI;AF;0.25600730931598076
Benin;AF-BEN;AF-WestCoast;BEN;AF;0.10846902911414874
Burkina Faso;AF-BFA;AF-WestCoast;BFA;AF;0.14750733127769564
Botswana;AF-BWA;AF-South;BWA;AF;0.06728823023275138
Central African Republic;AF-CAF;AF-EastSahara;CAF;AF;0.25600730931598076
Côte d'Ivoire;AF-CIV;AF-WestCoast;CIV;AF;0.09789730277822854
Cameroon;AF-CMR;AF-WestCoast;CMR;AF;0.1457626326567648
Congo, Democratic Republic of the;AF-COD;AF-Central;COD;AF;0.13396586733804944
Congo;AF-COG;AF-Central;COG;AF;0.16664029801267657
Djibouti;AF-DJI;AF-EastSahara;DJI;AF;0.2589306444049778
Algeria;AF-DZA;AF-MoroccoAlgeria;DZA;AF;0.10936354357840425
Egypt;AF-EGY;AF-EGY;EGY;AF;0.1490934209330873
Eritrea;AF-ERI;AF-EastSahara;ERI;AF;0.25600730931598076
Ethiopia;AF-ETH;AF-EastSahara;ETH;AF;0.16591190581858384
Gabon;AF-GAB;AF-Central;GAB;AF;0.1467142864499998
Ghana;AF-GHA;AF-WestCoast;GHA;AF;0.18063728760745687
Guinea;AF-GIN;AF-WestCoast;GIN;AF;0.1677328863038157
Gambia;AF-GMB;AF-WestCoast;GMB;AF;0.10913991496234038
Guinea-Bissau;AF-GNB;AF-WestCoast;GNB;AF;0.12249157349810923
Equatorial Guinea;AF-GNQ;AF-Central;GNQ;AF;0.25308397422698364
Kenya;AF-KEN;AF-Central;KEN;AF;0.13396586733804944
Liberia;AF-LBR;AF-WestCoast;LBR;AF;0.20644609021473903
Libya;AF-LBY;AF-TunesiaLibya;LBY;AF;0.07674831818692468
Lesotho;AF-LSO;AF-South;LSO;AF;0.2589306444049778
Morocco;AF-MAR;AF-MoroccoAlgeria;MAR;AF;0.08248848367208532
Madagascar;AF-MDG;AF-Central;MDG;AF;0.13682608226545126
Mali;AF-MLI;AF-WestSahara;MLI;AF;0.16591190581858384
Mozambique;AF-MOZ;AF-Central;MOZ;AF;0.1651835136244911
Mauritania;AF-MRT;AF-WestSahara;MRT;AF;0.2589306444049778
Malawi;AF-MWI;AF-Central;MWI;AF;0.2041571631544349
Namibia;AF-NAM;AF-South;NAM;AF;0.10802177188202099
Niger;AF-NER;AF-WestSahara;NER;AF;0.16591190581858384
Nigeria;AF-NGA;AF-WestCoast;NGA;AF;0.1467142864499998
Rwanda;AF-RWA;AF-Central;RWA;AF;0.12172709833490315
Sudan;AF-SDN;AF-EastSahara;SDN;AF;0.25308397422698364
Senegal;AF-SEN;AF-WestCoast;SEN;AF;0.0969204612127349
Sierra Leone;AF-SLE;AF-WestCoast;SLE;AF;0.18063728760745687
Somalia;AF-SOM;AF-EastSahara;SOM;AF;0.2055946093483059
Eswatini;AF-SWZ;AF-South;SWZ;AF;0.13539597480175034
Chad;AF-TCD;AF-EastSahara;TCD;AF;0.25308397422698364
Togo;AF-TGO;AF-WestCoast;TGO;AF;0.13482393181626998
Tunisia;AF-TUN;AF-TunesiaLibya;TUN;AF;0.17137484727427943
Tanzania, United Republic of;AF-TZA;AF-Central;TZA;AF;0.12121744822609909
Uganda;AF-UGA;AF-Central;UGA;AF;0.12121744822609909
South Africa;AF-ZAF;AF-South;ZAF;AF;0.08995244354793414
Zambia;AF-ZMB;AF-Central;ZMB;AF;0.17866032493053424
Zimbabwe;AF-ZWE;AF-Central;ZWE;AF;0.16783486121098867
Afghanistan;AS-AFG;AS-SouthStans;AFG;AS;0.26185397949397493
United Arab Emirates;AS-ARE;AS-Arabia;ARE;AS;0.05939336402661287
Bangladesh;AS-BGD;AS-SouthEast;BGD;AS;0.10902810065430843
Bahrain;AS-BHR;AS-Arabia;BHR;AS;0.12886219985815994
Brunei Darussalam;AS-BRN;AS-SouthEast;BRN;AS;0.059845662354853
Bhutan;AS-BTN;AS-SouthEast;BTN;AS;0.2589306444049778
China;AS-CHN;AS-CHN;CHN;AS;0.06055044724063192
Indonesia;AS-IDN;AS-SouthIslands;IDN;AS;0.0764632824341553
India;AS-IND;AS-IND;IND;AS;0.0790726744560044
Iran, Islamic Republic of;AS-IRN;AS-IRN;IRN;AS;0.13539597480175034
Iraq;AS-IRQ;AS-West;IRQ;AS;0.15147255541617477
Israel;AS-ISR;AS-West;ISR;AS;0.060760611541389724
Jordan;AS-JOR;AS-West;JOR;AS;0.11070531527478751
Japan;AS-JPN;AS-KoreaJapan;JPN;AS;0.06005235784783593
Kazakhstan;AS-KAZ;AS-NorthStans;KAZ;AS;0.07674831818692468
Kyrgyzstan;AS-KGZ;AS-NorthStans;KGZ;AS;0.13968629719285305
Cambodia;AS-KHM;AS-SouthEast;KHM;AS;0.12376569877011938
Korea, Republic of;AS-KOR;AS-KoreaJapan;KOR;AS;0.057679884309873
Kuwait;AS-KWT;AS-West;KWT;AS;0.06160126874442094
Lao People's Democratic Republic;AS-LAO;AS-SouthEast;LAO;AS;0.18261425028437947
Lebanon;AS-LBN;AS-West;LBN;AS;0.26360798054737317
Sri Lanka;AS-LKA;AS-SouthEast;LKA;AS;0.2041571631544349
Myanmar;AS-MMR;AS-SouthEast;MMR;AS;0.18182346521361045
Mongolia;AS-MNG;AS-MNG;MNG;AS;0.13539597480175034
Malaysia;AS-MYS;AS-SouthIslands;MYS;AS;0.06704723651057705
Nepal;AS-NPL;AS-SouthEast;NPL;AS;0.2589306444049778
Oman;AS-OMN;AS-Arabia;OMN;AS;0.08539072698106166
Pakistan;AS-PAK;AS-SouthStans;PAK;AS;0.17905571746591875
Philippines;AS-PHL;AS-SouthIslands;PHL;AS;0.07603572880500126
Qatar;AS-QAT;AS-Arabia;QAT;AS;0.06071078383856934
Russian Federation;AS-RUS;AS-RUS;RUS;AS;0.11070531527478751
Saudi Arabia;AS-SAU;AS-SAU;SAU;AS;0.06107585799252643
Singapore;AS-SGP;AS-SouthIslands;SGP;AS;0.052105947165771625
Syrian Arab Republic;AS-SYR;AS-West;SYR;AS;0.2589306444049778
Thailand;AS-THA;AS-SouthEast;THA;AS;0.07275337735305847
Tajikistan;AS-TJK;AS-NorthStans;TJK;AS;0.13739812525093162
Turkmenistan;AS-TKM;AS-SouthStans;TKM;AS;0.26886998370756787
Türkiye;AS-TUR;AS-West;TUR;AS;0.13539597480175034
Taiwan, Province of China;AS-TWN;AS-TWN;TWN;AS;0.05969299385772659
Uzbekistan;AS-UZB;AS-NorthStans;UZB;AS;0.09985098590921583
Viet Nam;AS-VNM;AS-SouthEast;VNM;AS;0.0911915658170564
Yemen;AS-YEM;AS-Arabia;YEM;AS;0.18261425028437947
Albania;EU-ALB;EU-SouthEast;ALB;EU;0.11182345835510692
Armenia;EU-ARM;AS-West;ARM;EU;0.09926488096991964
Austria;EU-AUT;EU-Central;AUT;EU;0.05679429802741028
Azerbaijan;EU-AZE;AS-West;AZE;EU;0.08458454828412379
Belgium;EU-BEL;EU-Benelux;BEL;EU;0.05918409886730522
Bulgaria;EU-BGR;EU-SouthEast;BGR;EU;0.07408313171728272
Bosnia and Herzegovina;EU-BIH;EU-East;BIH;EU;0.13968629719285305
Belarus;EU-BLR;EU-East;BLR;EU;0.2589306444049778
Switzerland;EU-CHE;EU-Central;CHE;EU;0.05188915760320921
Czechia;EU-CZE;EU-East;CZE;EU;0.05959121485964231
Germany;EU-DEU;EU-DEU;DEU;EU;0.05103196668916933
Denmark;EU-DNK;EU-North;DNK;EU;0.0516906414903647
Spain;EU-ESP;EU-Iberia;ESP;EU;0.07208850017094633
Estonia;EU-EST;EU-East;EST;EU;0.06107585799252643
Finland;EU-FIN;EU-East;FIN;EU;0.05708091715866021
France;EU-FRA;EU-FRA;FRA;EU;0.0577360155419731
United Kingdom of Great Britain and Northern Ireland;EU-GBR;EU-GBR;GBR;EU;0.05918409886730522
Georgia;EU-GEO;AS-West;GEO;EU;0.0920766531521437
Greece;EU-GRC;EU-SouthEast;GRC;EU;0.08426207680534864
Croatia;EU-HRV;EU-Central;HRV;EU;0.07703335393969404
Hungary;EU-HUN;EU-Central;HUN;EU;0.0783160148271562
Ireland;EU-IRL;EU-IslandIreland;IRL;EU;0.060456336343358646
Iceland;EU-ISL;EU-IslandIreland;ISL;EU;0.06281019048548782
Italy;EU-ITA;EU-Central;ITA;EU;0.07940488278174584
Lithuania;EU-LTU;EU-East;LTU;EU;0.06346710860611826
Luxembourg;EU-LUX;EU-Benelux;LUX;EU;0.051446441753225436
Latvia;EU-LVA;EU-East;LVA;EU;0.06752922395492572
Moldova, Republic of;EU-MDA;EU-East;MDA;EU;0.1391142542073727
North Macedonia;EU-MKD;EU-SouthEast;MKD;EU;0.10082782747470947
Netherlands, Kingdom of the;EU-NLD;EU-Benelux;NLD;EU;0.051375009177055446
Norway;EU-NOR;EU-North;NOR;EU;0.0516906414903647
Poland;EU-POL;EU-East;POL;EU;0.06302916319236464
Portugal;EU-PRT;EU-Iberia;PRT;EU;0.0661435100524233
Romania;EU-ROU;EU-East;ROU;EU;0.08119638064795884
Serbia;EU-SRB;EU-East;SRB;EU;0.0920766531521437
Slovakia;EU-SVK;EU-Central;SVK;EU;0.06281019048548782
Slovenia;EU-SVN;EU-Central;SVN;EU;0.06728823023275138
Sweden;EU-SWE;EU-North;SWE;EU;0.05180692707947864
Ukraine;EU-UKR;EU-East;UKR;EU;0.20965058809916481
Canada;NA-CAN;NA-CanadaUSA;CAN;NA;0.05134676839112778
Costa Rica;NA-CRI;NA-CentralAmerica;CRI;NA;0.10846902911414874
Cuba;NA-CUB;NA-CentralAmerica;CUB;NA;0.20186823609413077
Dominican Republic;NA-DOM;NA-CentralAmerica;DOM;NA;0.09750656615203109
Guatemala;NA-GTM;NA-CentralAmerica;GTM;NA;0.08377836958718592
Honduras;NA-HND;NA-CentralAmerica;HND;NA;0.10846902911414874
Haiti;NA-HTI;NA-CentralAmerica;HTI;NA;0.17866032493053424
Jamaica;NA-JAM;NA-CentralAmerica;JAM;NA;0.10958717219446813
Mexico;NA-MEX;NA-CentralAmerica;MEX;NA;0.07532313942307783
Nicaragua;NA-NIC;NA-CentralAmerica;NIC;NA;0.13396586733804944
Panama;NA-PAN;NA-CentralAmerica;PAN;NA;0.07603572880500126
El Salvador;NA-SLV;NA-CentralAmerica;SLV;NA;0.17866032493053424
Trinidad and Tobago;NA-TTO;SA-NorthEast;TTO;NA;0.08942139114688176
United States of America;NA-USA;NA-CanadaUSA;USA;NA;0.05138912957001928
Australia;OC-AUS;OC-AustraliaNewzealand;AUS;OC;0.05102615240971363
New Zealand;OC-NZL;OC-AustraliaNewzealand;NZL;OC;0.0511922746798764
Argentina;SA-ARG;SA-ArgentinaBolivia;ARG;SA;0.20186823609413077
Bolivia, Plurinational State of;SA-BOL;SA-ArgentinaBolivia;BOL;SA;0.14830037610539146
Brazil;SA-BRA;SA-NorthEast;BRA;SA;0.08871332127881189
Chile;SA-CHL;SA-ChilePeru;CHL;SA;0.06215327236485738
Colombia;SA-COL;SA-NorthWest;COL;SA;0.07461055004115441
Ecuador;SA-ECU;SA-NorthWest;ECU;SA;0.18063728760745687
Guyana;SA-GUY;SA-NorthEast;GUY;SA;0.07208850017094633
Peru;SA-PER;SA-ChilePeru;PER;SA;0.07149011070704542
Paraguay;SA-PRY;SA-NorthEast;PRY;SA;0.08619690567799955
Suriname;SA-SUR;SA-NorthEast;SUR;SA;0.1762879697182271
Uruguay;SA-URY;SA-NorthEast;URY;SA;0.07603572880500126
Venezuela, Bolivarian Republic of;SA-VEN;SA-NorthWest;VEN;SA;0.25366864124478306
